percents,artist
0.19155882352941175,black_parade
0.17670714285714287,chemicalromance
0.17022222222222222,nothing_reaper
0.1587818181818182,nothing_ruiner
0.15286363636363637,takingback
0.1499,juicewrld
0.14882777777777778,xxxtentacion
0.14036666666666667,where_you
0.13496666666666668,radiohead
0.13285,tripple_trip
0.13084615384615383,deathgrips
0.13078571428571428,kanye ye
0.11984375,pilots
0.11685454545454545,brandnew
0.1110125,princess_red
0.10911428571428572,lilpeep
0.10778750000000001,fall out boy
0.10071,dashboard
0.1001,paramore
0.098675,kanye heartbreak
0.07752857142857143,yung_lean
0.076415625,jimmyeatworld
0.07633888888888889,kidcudi
0.07438333333333333,weeknd
0.073924,drake
0.07139285714285715,rico nasty
0.067725,liluzivert
0.06602777777777778,postmalone
0.06589375,lilxan
0.05966428571428571,young thug
0.05834,earl_sweatshirt
0.057855555555555556,future
0.05303846153846154,migos
0.05,tyler
0.04118235294117647,kanye college_dropout
0.02546,lilpump
