track_title,line,word,artist,track_n,lyric
Planet Telex,7,broken,radiohead,1,Everything is broken
Planet Telex,8,broken,radiohead,1,Everyone is broken
Planet Telex,15,broken,radiohead,1,Everything is broken
Planet Telex,16,broken,radiohead,1,Everyone is broken
Planet Telex,17,broken,radiohead,1,"Everyone is, everyone is broken"
Planet Telex,18,broken,radiohead,1,"Everyone is, everything is broken"
The Bends,6,falling,radiohead,2,Falling asleep against the window pane
The Bends,7,blood,radiohead,2,My blood will thicken
The Bends,9,pain,radiohead,2,To hide all the dirt and pain
The Bends,10,scared,radiohead,2,Cause I'd be scared that there's nothing underneath
The Bends,13,sinking,radiohead,2,Am I really sinking this low?
High and Dry,5,kill,radiohead,3,You'd kill yourself for recognition
High and Dry,6,kill,radiohead,3,"Kill yourself to never, ever stop"
High and Dry,7,broke,radiohead,3,You broke another mirror
High and Dry,9,leave,radiohead,3,Don't leave me high
High and Dry,10,leave,radiohead,3,Don't leave me dry
High and Dry,11,leave,radiohead,3,Don't leave me high
High and Dry,12,leave,radiohead,3,Don't leave me dry
High and Dry,15,fall,radiohead,3,All your insides fall to pieces
High and Dry,17,hate,radiohead,3,They're the ones who'll hate you
High and Dry,20,screaming,radiohead,3,You will be the one screaming out
High and Dry,21,leave,radiohead,3,Don't leave me high
High and Dry,22,leave,radiohead,3,Don't leave me dry
High and Dry,23,leave,radiohead,3,Don't leave me high
High and Dry,24,leave,radiohead,3,Don't leave me dry
High and Dry,29,leave,radiohead,3,So don't leave me high
High and Dry,30,leave,radiohead,3,Don't leave me dry
High and Dry,31,leave,radiohead,3,Don't leave me high
High and Dry,32,leave,radiohead,3,Don't leave me dry
High and Dry,33,leave,radiohead,3,Don't leave me high
High and Dry,34,leave,radiohead,3,Don't leave me high
High and Dry,35,leave,radiohead,3,Don't leave me dry
Fake Plastic Trees,11,broken,radiohead,4,She lives with a broken man
Fake Plastic Trees,12,cracked,radiohead,4,A cracked polystyrene man
Fake Plastic Trees,14,surgery,radiohead,4,He used to do surgery
Fake Plastic Trees,24,feeling,radiohead,4,But I can't help the feeling
Bones,1,crippled,radiohead,5,I don't want to be crippled and cracked
Bones,1,cracked,radiohead,5,I don't want to be crippled and cracked
Bones,5,feeling,radiohead,5,When you've got to feel it in your bones
Bones,6,feeling,radiohead,5,When you've got to feel it in your bones
Bones,8,missing,radiohead,5,Pieces missing everywhere
Bones,10,feeling,radiohead,5,When you've got to feel it in your bones
Bones,11,feeling,radiohead,5,When you've got to feel it in your bones
Bones,14,feeling,radiohead,5,"Listen, you've got to feel it in your bones"
Bones,15,feeling,radiohead,5,"Listen, you've got to feel it in your bones"
Just,2,hanging,radiohead,7,He's been hanging 'round for days
Just,13,sympathy,radiohead,7,Don't get my sympathy
Just,14,hanging,radiohead,7,Hanging out the 15th floor
Just,18,hell,radiohead,7,And teach you how to get to purest hell
My Iron Lung,3,hell,radiohead,8,"You don't mean it, but it hurts like hell"
My Iron Lung,4,pain,radiohead,8,My brain says I'm receiving pain
My Iron Lung,7,fall,radiohead,8,We're too young to fall asleep
My Iron Lung,9,losing,radiohead,8,"We are losing it, can't you tell?"
My Iron Lung,26,waste,radiohead,8,"A total waste of time, my iron lung"
My Iron Lung,35,frightened,radiohead,8,And if you're frightened
My Iron Lung,36,frightened,radiohead,8,You can be frightened
My Iron Lung,38,frightened,radiohead,8,And if you're frightened
My Iron Lung,39,frightened,radiohead,8,You can be frightened
Bullet Proof ... I Wish I Was,7,stab,radiohead,9,Heat the pins and stab them in
Bullet Proof ... I Wish I Was,12,shot,radiohead,9,"So, pay me money and take a shot"
Black Star,9,falling,radiohead,10,Blame it on the falling sky
Black Star,19,falling,radiohead,10,Blame it on the falling sky
Black Star,24,falling,radiohead,10,"I keep falling over, I keep passing out"
Black Star,29,falling,radiohead,10,Blame it on the falling sky
Black Star,32,killing,radiohead,10,"Ah, this is killing me"
Black Star,33,killing,radiohead,10,"Ah, this is killing me"
Sulk,4,bawl,radiohead,11,You sit there and bawl
Sulk,19,fall,radiohead,11,"Fall asleep, drift away"
Street Spirit (Fade Out),2,feeling,radiohead,12,I can feel their blue hands touching me
Street Spirit (Fade Out),2,blue,radiohead,12,I can feel their blue hands touching me
Street Spirit (Fade Out),13,cracked,radiohead,12,"Cracked eggs, dead birds, scream as they fight for life"
Street Spirit (Fade Out),13,death,radiohead,12,"Cracked eggs, dead birds, scream as they fight for life"
Street Spirit (Fade Out),13,scream,radiohead,12,"Cracked eggs, dead birds, scream as they fight for life"
Street Spirit (Fade Out),13,fight,radiohead,12,"Cracked eggs, dead birds, scream as they fight for life"
Street Spirit (Fade Out),14,feeling,radiohead,12,"I can feel death, can see its beady eyes"
Street Spirit (Fade Out),14,death,radiohead,12,"I can feel death, can see its beady eyes"
Introduction (instructions),1,aggressive,xxxtentacion,1,"To find, to find the exact words, to find the perfect words, to say less, but to say more, was ideal with this project, and till my energy and mind be felt, in a less aggressive way, but a more passive and genius way was ideal with this album, to show the versatility and to show the open- to open minds in itself was the goal of this album, and to acquire a large amount of passion, and love and appreciation for myself was the goal of this album; loyalty to myself was the goal of this album. "
Introduction (instructions),6,feeling,xxxtentacion,1," feeling my insanity, feeling my, my genius, my energy. Enjoy"
Introduction (instructions),6,insanity,xxxtentacion,1," feeling my insanity, feeling my, my genius, my energy. Enjoy"
"ALONE, PART 3",8,hate,xxxtentacion,2,"I'm tired of hate, I'm tired of love"
Moonlight,3,trippin,xxxtentacion,3,"Nigga, why you trippin'? Get your mood right, uh"
Moonlight,5,bad,xxxtentacion,3,All these pussy niggas so bad mind
Moonlight,7,trippin,xxxtentacion,3,"Nigga, why you trippin'? Get your mood right"
Moonlight,9,bad,xxxtentacion,3,All these pussy niggas so bad mind
Moonlight,11,trippin,xxxtentacion,3,"Nigga, why you trippin'? Get your mood right, uh"
Moonlight,13,bad,xxxtentacion,3,All these pussy niggas so bad mind
Moonlight,15,trippin,xxxtentacion,3,"Nigga, why you trippin'? Get your mood right"
Moonlight,17,bad,xxxtentacion,3,All these pussy niggas so bad mind
Moonlight,18,feeling,xxxtentacion,3,Feel like I'm destined
Moonlight,24,feeling,xxxtentacion,3,Feel like I'm damaged
Moonlight,26,feeling,xxxtentacion,3,"All alone, call my phone, make me feel right"
Moonlight,27,feeling,xxxtentacion,3,"Girl you know when you call, make me feel right"
Moonlight,28,feeling,xxxtentacion,3,"All alone, call my phone, make me feel right"
Moonlight,29,feeling,xxxtentacion,3,"Girl you know when you call, make me feel right"
Moonlight,31,trippin,xxxtentacion,3,"Nigga, why you trippin'? Get your mood right, uh"
Moonlight,33,bad,xxxtentacion,3,All these pussy niggas so bad mind
Moonlight,35,trippin,xxxtentacion,3,"Nigga, why you trippin'? Get your mood right"
Moonlight,37,bad,xxxtentacion,3,All these pussy niggas so bad mind
Moonlight,39,trippin,xxxtentacion,3,"Nigga, why you trippin'? Get your mood right, uh"
Moonlight,41,bad,xxxtentacion,3,All these pussy niggas so bad mind
Moonlight,43,trippin,xxxtentacion,3,"Nigga, why you trippin'? Get your mood right"
Moonlight,45,bad,xxxtentacion,3,All these pussy niggas so bad mind
SAD!,3,afraid,xxxtentacion,4,"Who am I? Someone that's afraid to let go, uh"
SAD!,5,suicide,xxxtentacion,4,"Suicide if you ever try to let go, uh"
SAD!,6,sad,xxxtentacion,4,"I'm sad, I know, yeah, I'm sad, I know, yeah"
SAD!,7,afraid,xxxtentacion,4,"Who am I? Someone that's afraid to let go, uh"
SAD!,9,suicide,xxxtentacion,4,"Suicide if you ever try to let go, uh"
SAD!,10,sad,xxxtentacion,4,"I'm sad, I know, yeah, I'm sad, I know, yeah"
SAD!,12,lonely,xxxtentacion,4,She took my heart and left me lonely
SAD!,13,broken,xxxtentacion,4,"I've been broken, heart's contentious"
SAD!,13,contentious,xxxtentacion,4,"I've been broken, heart's contentious"
SAD!,14,weep,xxxtentacion,4,"I won't fix, I'd rather weep"
SAD!,15,lost,xxxtentacion,4,I'm lost then I'm found
SAD!,16,torture,xxxtentacion,4,But it's torture bein' in love
SAD!,18,hate,xxxtentacion,4,But I fuckin' hate when you leave
SAD!,18,leave,xxxtentacion,4,But I fuckin' hate when you leave
SAD!,19,afraid,xxxtentacion,4,"Who am I? Someone that's afraid to let go, uh"
SAD!,21,suicide,xxxtentacion,4,"Suicide if you ever try to let go, uh"
SAD!,22,sad,xxxtentacion,4,"I'm sad, I know, yeah, I'm sad, I know, yeah"
SAD!,23,afraid,xxxtentacion,4,"Who am I? Someone that's afraid to let go, uh"
SAD!,25,suicide,xxxtentacion,4,"Suicide if you ever try to let go, uh"
SAD!,26,sad,xxxtentacion,4,"I'm sad, I know, yeah, I'm sad, I know, yeah"
SAD!,27,afraid,xxxtentacion,4,"Who am I? Someone that's afraid to let go, uh"
SAD!,29,suicide,xxxtentacion,4,"Suicide if you ever try to let go, uh"
SAD!,30,sad,xxxtentacion,4,"I'm sad, I know, yeah, I'm sad, I know, yeah"
SAD!,31,afraid,xxxtentacion,4,"Who am I? Someone that's afraid to let go, uh"
SAD!,33,suicide,xxxtentacion,4,"Suicide if you ever try to let go, uh"
SAD!,34,sad,xxxtentacion,4,"I'm sad, I know, yeah, I'm sad, I know, yeah"
​the remedy for a broken heart (why am I so in love),7,hate,xxxtentacion,5,My brain can't fathom what the hate say
​the remedy for a broken heart (why am I so in love),12,feelin,xxxtentacion,5,"Feelin' like ET, flyin' out of the Addy"
​the remedy for a broken heart (why am I so in love),41,fallin,xxxtentacion,5,"She said I, oh, I, am fallin' for you, fallin' for you"
​the remedy for a broken heart (why am I so in love),42,fallin,xxxtentacion,5,"I, oh, I, am fallin' for you, fallin' for you"
​the remedy for a broken heart (why am I so in love),43,fallin,xxxtentacion,5,"I, oh, I, am fallin' for you, fallin' for you"
​the remedy for a broken heart (why am I so in love),44,fallin,xxxtentacion,5,"I, oh, I, am fallin' for you, fallin' for you"
Floor 555,3,feelin,xxxtentacion,6,"Fuck is a feelin' God, level I'm, feelin' odd"
Floor 555,8,shoot,xxxtentacion,6,"If you shoot that shit at me, nigga, I best die"
Floor 555,8,die,xxxtentacion,6,"If you shoot that shit at me, nigga, I best die"
Floor 555,10,trippin,xxxtentacion,6,"Trippin', you catch a fit, bitchin you not equipped with that"
Floor 555,14,coffin,xxxtentacion,6,"Put that boy in a coffin, 'cause the way that he talkin'"
Floor 555,16,rip,xxxtentacion,6,"I'ma let that shit rip, leave his ass in the parkin'"
Floor 555,16,leave,xxxtentacion,6,"I'ma let that shit rip, leave his ass in the parkin'"
NUMB,3,pain,xxxtentacion,7,I can't seem to forget the pain you seem to give
NUMB,4,pain,xxxtentacion,7,"The pain you seem to give, my friend"
NUMB,7,pain,xxxtentacion,7,I can't seem to forget the pain you seem to give
NUMB,8,pain,xxxtentacion,7,"The pain you seem to give, my friend"
NUMB,16,pain,xxxtentacion,7,I can't seem to forget the pain you seem to give
NUMB,17,pain,xxxtentacion,7,"The pain you seem to give, my friend"
NUMB,22,pain,xxxtentacion,7,I can't seem to forget the pain you seem to give
NUMB,23,pain,xxxtentacion,7,"The pain you seem to give, my friend"
NUMB,27,pain,xxxtentacion,7,I can't seem to forget the pain you seem to give
NUMB,28,pain,xxxtentacion,7,"The pain you seem to give, my friend"
​infinity (888) (Ft. Joey Bada$$),8,gonorrhea,xxxtentacion,8,"You know what I'm sayin'? Gonorrhea, all that shit"
​infinity (888) (Ft. Joey Bada$$),11,feeling,xxxtentacion,8,"So the world don't have no more diseases, you feel me?"
​infinity (888) (Ft. Joey Bada$$),15,feeling,xxxtentacion,8,"I'm as real as they come, they feel it, get numb"
​infinity (888) (Ft. Joey Bada$$),17,razor,xxxtentacion,8,"I keep a razor blade tucked on me, under my tongue"
​infinity (888) (Ft. Joey Bada$$),20,bang,xxxtentacion,8,"Where them niggas don't aim, they just palm Berettas (bang)"
​infinity (888) (Ft. Joey Bada$$),21,bomb,xxxtentacion,8,"And bomb whatever, say we don't move calmly, never (no)"
​infinity (888) (Ft. Joey Bada$$),24,pressure,xxxtentacion,8,"No pressure, no gimmick shit, no radio records"
​infinity (888) (Ft. Joey Bada$$),30,debt,xxxtentacion,8,"Or profess your debt to the god, he might bless ya"
​infinity (888) (Ft. Joey Bada$$),31,murder,xxxtentacion,8,Murder these flows like I murder these hoe ass niggas
​infinity (888) (Ft. Joey Bada$$),33,desert,xxxtentacion,8,Make your nigga deepthroat a Desert Eagle
​infinity (888) (Ft. Joey Bada$$),43,wan,xxxtentacion,8,"You just wan suck up my energy, uh"
​infinity (888) (Ft. Joey Bada$$),46,pain,xxxtentacion,8,"I spit the pain, that's why these young niggas feel the same"
​infinity (888) (Ft. Joey Bada$$),46,feeling,xxxtentacion,8,"I spit the pain, that's why these young niggas feel the same"
​infinity (888) (Ft. Joey Bada$$),47,bang,xxxtentacion,8,"They know I bang, I'll pull a fuckin' pistol out the Range and act insane"
​infinity (888) (Ft. Joey Bada$$),47,insane,xxxtentacion,8,"They know I bang, I'll pull a fuckin' pistol out the Range and act insane"
​infinity (888) (Ft. Joey Bada$$),48,feeling,xxxtentacion,8,"I spent years at the crib, so I don't feel the pain no more"
​infinity (888) (Ft. Joey Bada$$),48,pain,xxxtentacion,8,"I spent years at the crib, so I don't feel the pain no more"
​infinity (888) (Ft. Joey Bada$$),49,feeling,xxxtentacion,8,I don't feel the pain no more
​infinity (888) (Ft. Joey Bada$$),49,pain,xxxtentacion,8,I don't feel the pain no more
​infinity (888) (Ft. Joey Bada$$),50,feeling,xxxtentacion,8,"I gotta get it how I live, I don't feel the pain no more"
​infinity (888) (Ft. Joey Bada$$),50,pain,xxxtentacion,8,"I gotta get it how I live, I don't feel the pain no more"
​infinity (888) (Ft. Joey Bada$$),51,feeling,xxxtentacion,8,I don't feel the pain no more
​infinity (888) (Ft. Joey Bada$$),51,pain,xxxtentacion,8,I don't feel the pain no more
​infinity (888) (Ft. Joey Bada$$),52,feeling,xxxtentacion,8,"I spent years at the crib, so I don't feel the pain no more"
​infinity (888) (Ft. Joey Bada$$),52,pain,xxxtentacion,8,"I spent years at the crib, so I don't feel the pain no more"
​infinity (888) (Ft. Joey Bada$$),53,feeling,xxxtentacion,8,I don't feel the pain no more
​infinity (888) (Ft. Joey Bada$$),53,pain,xxxtentacion,8,I don't feel the pain no more
​infinity (888) (Ft. Joey Bada$$),54,feeling,xxxtentacion,8,"I gotta get it how I live, so I don't feel the pain no more"
​infinity (888) (Ft. Joey Bada$$),54,pain,xxxtentacion,8,"I gotta get it how I live, so I don't feel the pain no more"
​infinity (888) (Ft. Joey Bada$$),55,feeling,xxxtentacion,8,I don't feel the pain no
​infinity (888) (Ft. Joey Bada$$),55,pain,xxxtentacion,8,I don't feel the pain no
​infinity (888) (Ft. Joey Bada$$),56,feeling,xxxtentacion,8,"I spent years at the crib, so I don't feel the pain no more"
​infinity (888) (Ft. Joey Bada$$),56,pain,xxxtentacion,8,"I spent years at the crib, so I don't feel the pain no more"
​infinity (888) (Ft. Joey Bada$$),57,feeling,xxxtentacion,8,So I don't feel the pain no more
​infinity (888) (Ft. Joey Bada$$),57,pain,xxxtentacion,8,So I don't feel the pain no more
​infinity (888) (Ft. Joey Bada$$),58,feeling,xxxtentacion,8,"I gotta get it how I live, I don't feel the pain no more"
​infinity (888) (Ft. Joey Bada$$),58,pain,xxxtentacion,8,"I gotta get it how I live, I don't feel the pain no more"
​infinity (888) (Ft. Joey Bada$$),59,feeling,xxxtentacion,8,I don't feel the pain no more
​infinity (888) (Ft. Joey Bada$$),59,pain,xxxtentacion,8,I don't feel the pain no more
​infinity (888) (Ft. Joey Bada$$),60,feeling,xxxtentacion,8,"I spent years at the crib, so I don't feel the pain no more"
​infinity (888) (Ft. Joey Bada$$),60,pain,xxxtentacion,8,"I spent years at the crib, so I don't feel the pain no more"
​infinity (888) (Ft. Joey Bada$$),61,feeling,xxxtentacion,8,I don't feel the pain no more
​infinity (888) (Ft. Joey Bada$$),61,pain,xxxtentacion,8,I don't feel the pain no more
​infinity (888) (Ft. Joey Bada$$),62,feeling,xxxtentacion,8,"I gotta get it how I live, so I don't feel the pain no more (yeah)"
​infinity (888) (Ft. Joey Bada$$),62,pain,xxxtentacion,8,"I gotta get it how I live, so I don't feel the pain no more (yeah)"
​infinity (888) (Ft. Joey Bada$$),63,feeling,xxxtentacion,8,I don't feel the pain (ay) no more (ay)
​infinity (888) (Ft. Joey Bada$$),63,pain,xxxtentacion,8,I don't feel the pain (ay) no more (ay)
​going down!,23,feeling,xxxtentacion,9,"When I'm drunk I feel like fightin', ayy"
​going down!,29,cancer,xxxtentacion,9,"He don't want no smoke, he don't want no cancer"
Pain = BESTFRIEND (Ft. Travis Barker),1,lost,xxxtentacion,10,"Lost in regret, I"
Pain = BESTFRIEND (Ft. Travis Barker),1,regret,xxxtentacion,10,"Lost in regret, I"
Pain = BESTFRIEND (Ft. Travis Barker),2,feeling,xxxtentacion,10,"Feel so deeply, I can't seem to, find a means of ground"
Pain = BESTFRIEND (Ft. Travis Barker),3,lost,xxxtentacion,10,"Lost in regret, I"
Pain = BESTFRIEND (Ft. Travis Barker),3,regret,xxxtentacion,10,"Lost in regret, I"
Pain = BESTFRIEND (Ft. Travis Barker),4,feeling,xxxtentacion,10,"Feel so deeply, I can't seem to, find a means of ground"
Pain = BESTFRIEND (Ft. Travis Barker),5,regret,xxxtentacion,10,"Hear, regret"
Pain = BESTFRIEND (Ft. Travis Barker),7,cry,xxxtentacion,10,"Don't cry, don't cry, it won't end"
Pain = BESTFRIEND (Ft. Travis Barker),8,pain,xxxtentacion,10,Pain will always be my friend
Pain = BESTFRIEND (Ft. Travis Barker),9,cry,xxxtentacion,10,"Don't cry, don't cry"
Pain = BESTFRIEND (Ft. Travis Barker),10,pain,xxxtentacion,10,Pain will always be my friend
$$$ (Ft. MATT OX),12,blue,xxxtentacion,11,You know that my VVS' blue
$$$ (Ft. MATT OX),16,doomed,xxxtentacion,11,All you little haters is doomed
$$$ (Ft. MATT OX),30,trippin,xxxtentacion,11,"Tie up your lace, boy you trippin', like, ayy?"
$$$ (Ft. MATT OX),45,blue,xxxtentacion,11,You know that my VVS' blue
$$$ (Ft. MATT OX),49,doomed,xxxtentacion,11,All you little haters is doomed
SMASH! (Ft. PnB Rock),1,smash,xxxtentacion,13,Got it on smash
SMASH! (Ft. PnB Rock),9,smash,xxxtentacion,13,Shawty let me smash
SMASH! (Ft. PnB Rock),16,smash,xxxtentacion,13,Yeah I put her in the smash
SMASH! (Ft. PnB Rock),21,lie,xxxtentacion,13,"Don't look so surprised, all she want to do is lie"
SMASH! (Ft. PnB Rock),22,cried,xxxtentacion,13,"Then she turned around and cried, demons all in her eyes"
SMASH! (Ft. PnB Rock),23,feeling,xxxtentacion,13,"She don't feel no pain, she might be insane"
SMASH! (Ft. PnB Rock),23,pain,xxxtentacion,13,"She don't feel no pain, she might be insane"
SMASH! (Ft. PnB Rock),23,insane,xxxtentacion,13,"She don't feel no pain, she might be insane"
SMASH! (Ft. PnB Rock),31,smash,xxxtentacion,13,"Shawty let me smash so I put her in the past, yeah"
SMASH! (Ft. PnB Rock),35,smash,xxxtentacion,13,Yeah I put her in the smash
"I don't even speak spanish lol (Ft. Carlos Andrez, Judah & Rio Santana)",7,feeling,xxxtentacion,14,"Girl, you know you got me feeling you the way you move"
"I don't even speak spanish lol (Ft. Carlos Andrez, Judah & Rio Santana)",22,feeling,xxxtentacion,14,Let me make you feel alri-i-i-i-ight
"I don't even speak spanish lol (Ft. Carlos Andrez, Judah & Rio Santana)",26,feeling,xxxtentacion,14,Let me make you feel alri-i-i-i-ight (eh)
"I don't even speak spanish lol (Ft. Carlos Andrez, Judah & Rio Santana)",31,feeling,xxxtentacion,14,"I can feel you when you dance, you grabbing all on my pants"
"I don't even speak spanish lol (Ft. Carlos Andrez, Judah & Rio Santana)",38,moan,xxxtentacion,14,I bet the neighbors know my name when she moan it
"I don't even speak spanish lol (Ft. Carlos Andrez, Judah & Rio Santana)",47,feeling,xxxtentacion,14,Let me make you feel alri-i-i-i-ight
"I don't even speak spanish lol (Ft. Carlos Andrez, Judah & Rio Santana)",48,feeling,xxxtentacion,14,"Girl, I'll have you feeling ri-i-i-i-ight"
"I don't even speak spanish lol (Ft. Carlos Andrez, Judah & Rio Santana)",50,feeling,xxxtentacion,14,Come with me and feel the vi-i-i-i-ibe
"I don't even speak spanish lol (Ft. Carlos Andrez, Judah & Rio Santana)",59,feeling,xxxtentacion,14,Let me make you feel alri-i-i-i-ight
​changes (Ft. PnB Rock),3,damage,xxxtentacion,15,My heart can't take this damage
​changes (Ft. PnB Rock),4,feeling,xxxtentacion,15,"And the way I feel, can't stand it"
​changes (Ft. PnB Rock),7,damage,xxxtentacion,15,My heart can't take this damage
​changes (Ft. PnB Rock),8,feeling,xxxtentacion,15,"And the way I feel, can't stand it"
​changes (Ft. PnB Rock),18,damage,xxxtentacion,15,My heart can't take this damage
​changes (Ft. PnB Rock),19,feeling,xxxtentacion,15,"And the way I feel, can't stand it"
​changes (Ft. PnB Rock),22,damage,xxxtentacion,15,My heart can't take this damage
​changes (Ft. PnB Rock),23,feeling,xxxtentacion,15,"And the way I feel, can't stand it"
​changes (Ft. PnB Rock),26,damage,xxxtentacion,15,My heart can't take this damage
​changes (Ft. PnB Rock),27,feeling,xxxtentacion,15,"And the way I feel, can't stand it"
Hope,2,lost,xxxtentacion,16,"Rest in peace to all the kids that lost their lives in the Parkland shooting, this song is dedicated to you"
Hope,2,shooting,xxxtentacion,16,"Rest in peace to all the kids that lost their lives in the Parkland shooting, this song is dedicated to you"
Hope,3,cryin,xxxtentacion,16,"Okay, she keep cryin', she keep cryin' every single night"
Hope,4,kill,xxxtentacion,16,"Day and night, on my mind, please don't kill the vibe"
Hope,6,die,xxxtentacion,16,"Swear I wanna die, yeah, when you cross my—"
Hope,7,die,xxxtentacion,16,"Said I wouldn't die, yuh, no, I'm not alright, yuh"
Hope,8,riot,xxxtentacion,16,"I might start a riot, I'm so fuckin' tired"
Hope,9,feelin,xxxtentacion,16,"So what's up? What you say? Feelin' good, I'm feelin' great"
Hope,10,hate,xxxtentacion,16,"Tired of the fuckin' hate, stackin' cheese all on my plate"
Hope,11,misery,xxxtentacion,16,"So outside of my misery, I think I'll find"
Hope,15,cryin,xxxtentacion,16,"Okay, she keep cryin', she keep cryin' every single night"
Hope,16,kill,xxxtentacion,16,"Day and night, on my mind, please don't kill the vibe"
Hope,18,die,xxxtentacion,16,"Swear I wanna die, yeah, when you cross my—"
Hope,19,die,xxxtentacion,16,"Said I wouldn't die, yuh, no, I'm not alright, yuh"
Hope,20,riot,xxxtentacion,16,"I might start a riot, I'm so fuckin' tired"
Hope,21,feelin,xxxtentacion,16,"So what's up? What you say? Feelin' good, I'm feelin' great"
Hope,22,hate,xxxtentacion,16,"Tired of the fuckin' hate, stackin' cheese all on my plate"
​schizophrenia,2,mad,xxxtentacion,17,Those who tryna drive you mad
​schizophrenia,6,mad,xxxtentacion,17,Those who tryna drive you mad
​schizophrenia,12,fight,xxxtentacion,17,"'Til the end I'll, 'til the end I'll fight"
​schizophrenia,16,fight,xxxtentacion,17,"'Til the end I'll, 'til the end I'll fight"
Two®,5,lie,liluzivert,1,And I ain't gon' lie
Two®,6,lie,liluzivert,1,"I got money and the power, I ain't gon' lie"
Two®,7,lie,liluzivert,1,"I got money and the power, I ain't gon' lie"
Two®,8,lie,liluzivert,1,"I got money and the power, I ain't gon' lie"
Two®,9,lie,liluzivert,1,I ain't gon' lie
Two®,29,lie,liluzivert,1,And I ain't gon' lie
Two®,30,lie,liluzivert,1,"I got money and the power, I ain't gon' lie"
Two®,31,lie,liluzivert,1,"I got money and the power, I ain't gon' lie"
Two®,32,lie,liluzivert,1,"I got money and the power, I ain't gon' lie (yeah, whatchu got?)"
