track_title,line,word,artist,track_n,lyric
Save That Shit,26,scared,lilpeep,2,"Do I make you scared? Baby, won't you take me back?"
Save That Shit,27,lonely,lilpeep,2,"Down another lonely road, I go"
Save That Shit,28,lonely,lilpeep,2,"Just another lonely road, oh"
Save That Shit,40,sick,lilpeep,2,Growing sick of this and I don't wanna make you sad
Save That Shit,40,sad,lilpeep,2,Growing sick of this and I don't wanna make you sad
Save That Shit,41,scared,lilpeep,2,"Do I make you scared? Baby, won't you take me back?"
Save That Shit,42,scared,lilpeep,2,"Do I make you scared? Baby, won't you take me back?"
Awful Things (Ft. Tracy),1,awful,lilpeep,3,"Bother me, tell me awful things"
Awful Things (Ft. Tracy),4,awful,lilpeep,3,"Bother me, tell me awful things"
Awful Things (Ft. Tracy),7,awful,lilpeep,3,"Bother me, tell me awful things"
Awful Things (Ft. Tracy),22,awful,lilpeep,3,"Bother me, tell me awful things"
Awful Things (Ft. Tracy),25,awful,lilpeep,3,"Bother me, tell me awful things"
Awful Things (Ft. Tracy),29,fall,lilpeep,3,Let your teardrops fall on me
Awful Things (Ft. Tracy),35,scream,lilpeep,3,I will scream your name with my last breath
Awful Things (Ft. Tracy),40,awful,lilpeep,3,"Bother me, tell me awful things"
Awful Things (Ft. Tracy),43,awful,lilpeep,3,"Bother me, tell me awful things"
U Said,2,pain,lilpeep,4,Runnin' away from you takes time and pain
U Said,6,pain,lilpeep,4,Runnin' away from you takes time and pain
U Said,17,pain,lilpeep,4,Runnin' away from you takes time and pain
U Said,28,hate,lilpeep,4,Tell me that you hate me
U Said,32,feeling,lilpeep,4,I can still feel your touch
U Said,36,feeling,lilpeep,4,I can still feel your touch
U Said,42,abuse,lilpeep,4,Every fuckin' kind of abuse
U Said,50,blood,lilpeep,4,All the blood I bled
U Said,53,feeling,lilpeep,4,I can still feel your touch
U Said,57,feeling,lilpeep,4,I can still feel your touch
Better Off (Dying),2,hidin,lilpeep,5,"Cocaine lined up, secrets that I'm hidin'"
Better Off (Dying),4,cry,lilpeep,5,"You don't wanna cry now, better off dying"
Better Off (Dying),4,dying,lilpeep,5,"You don't wanna cry now, better off dying"
Better Off (Dying),6,hidin,lilpeep,5,"Cocaine lined up, secrets that I'm hidin'"
Better Off (Dying),8,cry,lilpeep,5,"You don't wanna cry now, better off dyin'"
Better Off (Dying),8,dyin,lilpeep,5,"You don't wanna cry now, better off dyin'"
Better Off (Dying),26,hidin,lilpeep,5,"Cocaine lined up, secrets that I'm hidin'"
Better Off (Dying),28,cry,lilpeep,5,"You don't wanna cry now, better off dying"
Better Off (Dying),28,dying,lilpeep,5,"You don't wanna cry now, better off dying"
Better Off (Dying),30,hidin,lilpeep,5,"Cocaine lined up, secrets that I'm hidin'"
Better Off (Dying),32,cry,lilpeep,5,"You don't wanna cry now, better off dyin'"
Better Off (Dying),32,dyin,lilpeep,5,"You don't wanna cry now, better off dyin'"
​The Brightside,2,haunt,lilpeep,6,"The memories haunt me, I know that they haunt you too"
​The Brightside,18,die,lilpeep,6,"Everybody tellin' me life's short, but I wanna die ("
​The Brightside,19,die,lilpeep,6,I wanna die
​The Brightside,25,haunt,lilpeep,6,"The memories haunt me, I know that they haunt you too"
​The Brightside,41,die,lilpeep,6,"Everybody tellin' me life's short, but I wanna die ("
​The Brightside,42,die,lilpeep,6,I wanna die
Problems,8,devil,lilpeep,7,I made a deal with the devil
Problems,11,revolver,lilpeep,7,Hold on to my revolver (revolver)
Problems,15,devil,lilpeep,7,Take what the devil offers (offers)
Problems,16,lose,lilpeep,7,I got nothin' to lose (I got nothin' to lose)
Problems,24,devil,lilpeep,7,I made a deal with the devil
Problems,27,revolver,lilpeep,7,Hold on to my revolver (revolver)
Problems,31,devil,lilpeep,7,Take what the devil offers (offers)
Problems,32,lose,lilpeep,7,I got nothin' to lose (I got nothin' to lose)
Paranoid,6,anxiety,postmalone,1,I wake up every day with this anxiety
Paranoid,18,paranoid,postmalone,1,A paranoid man makes paranoid plans
Paranoid,21,feeling,postmalone,1,Sometimes feel like I got no friends
Paranoid,24,broke,postmalone,1,Lord have mercy if they broke in
Paranoid,28,die,postmalone,1,"I promise, one of us gonna die today"
Paranoid,30,escape,postmalone,1,"No, he can't escape the eyes"
Paranoid,35,paranoid,postmalone,1,A paranoid man makes paranoid plans
Paranoid,41,killin,postmalone,1,"Killin' myself so I can make me a life, yeah"
Paranoid,48,paranoid,postmalone,1,A paranoid man makes paranoid plans
Spoil My Night (Ft. Swae Lee),13,lost,postmalone,2,"Spent so much cash, I lost her"
Rich & Sad,3,fiend,postmalone,3,"Just like a fiend, when I start I cannot stop (wow)"
Rich & Sad,10,vanished,postmalone,3,"Ooh, but then you just vanished, damn, I thought I was savage"
Zack and Codeine,1,feeling,postmalone,4,"Man, my life so sweet, I feel like Cody ("
Zack and Codeine,9,feeling,postmalone,4,"Man, my life so sweet, I feel like Cody ("
Zack and Codeine,27,leave,postmalone,4,Please just leave me alone
Zack and Codeine,28,feeling,postmalone,4,"Man, my life so sweet, I feel like Cody ("
Zack and Codeine,36,feeling,postmalone,4,"Man, my life so sweet, I feel like Cody ("
Zack and Codeine,48,ragin,postmalone,4,"Gettin' no sleep (no), ragin' for a week (ooh)"
Zack and Codeine,54,leave,postmalone,4,Please just leave me alone (leave me alone)
Zack and Codeine,55,feeling,postmalone,4,"Man, my life so sweet, I feel like Cody ("
Zack and Codeine,63,feeling,postmalone,4,"Man, my life so sweet, I feel like Cody ("
Takin' Shots,28,losin,postmalone,5,"Already losin' control, this is the life that we chose"
Takin' Shots,60,losin,postmalone,5,"Already losin' control, this is the life that we chose"
​​rockstar (Ft. 21 Savage),5,feeling,postmalone,6,"Man, I feel just like a rockstar (star, ayy, ayy)"
​​rockstar (Ft. 21 Savage),15,fire,postmalone,6,"She ask me light a fire like I'm Morrison ('son, ayy)"
​​rockstar (Ft. 21 Savage),17,leave,postmalone,6,"Prolly leave my fuckin' show in a cop car (car, ayy)"
​​rockstar (Ft. 21 Savage),27,feeling,postmalone,6,"Man, I feel just like a rockstar (star, ayy, ayy)"
​​rockstar (Ft. 21 Savage),35,feelin,postmalone,6,"Feelin' like a popstar (21, 21, 21)"
​​rockstar (Ft. 21 Savage),36,bad,postmalone,6,"Drankin' Henny, bad bitches jumpin' in the pool"
​​rockstar (Ft. 21 Savage),39,screamin,postmalone,6,"And now she screamin' out, ""¡No más!"" (yeah, yeah, yeah)"
​​rockstar (Ft. 21 Savage),46,smash,postmalone,6,"Livin' like a rockstar, smash out on a cop car"
​​rockstar (Ft. 21 Savage),54,feeling,postmalone,6,"Man, I feel just like a rockstar (star, ayy, ayy)"
​​rockstar (Ft. 21 Savage),64,feeling,postmalone,6,"Rockstar, feel just like a rock..."
​​rockstar (Ft. 21 Savage),68,feeling,postmalone,6,Feel just like a...
Over Now,3,leave,postmalone,7,"When you leave me, made me jump out of my room"
Over Now,13,apologize,postmalone,7,"Won't apologize, don't give a fuck if you're offended"
Over Now,13,offended,postmalone,7,"Won't apologize, don't give a fuck if you're offended"
Over Now,37,ghost,postmalone,7,"I wasn't tryna let go, but you'll know why when I'm a ghost"
Over Now,38,death,postmalone,7,"I hope you wind up alone, dead in my eyes, yeah"
Over Now,42,crazy,postmalone,7,"Tried to drive me crazy, you ran out of road"
Over Now,45,apologize,postmalone,7,"Won't apologize, don't give a fuck if you're offended"
Over Now,45,offended,postmalone,7,"Won't apologize, don't give a fuck if you're offended"
Psycho (Ft. Ty Dolla $ign),1,bad,postmalone,8,"Damn, my AP goin' psycho, lil' mama bad like Michael"
Psycho (Ft. Ty Dolla $ign),5,bad,postmalone,8,"My AP goin' psycho, lil' mama bad like Michael"
Psycho (Ft. Ty Dolla $ign),23,bad,postmalone,8,"Damn, my AP goin' psycho, lil' mama bad like Michael"
Psycho (Ft. Ty Dolla $ign),27,bad,postmalone,8,"My AP goin' psycho, lil' mama bad like Michael"
Psycho (Ft. Ty Dolla $ign),47,bad,postmalone,8,"Damn, my AP goin' psycho, lil' mama bad like Michael"
Psycho (Ft. Ty Dolla $ign),51,bad,postmalone,8,"My AP goin' psycho, lil' mama bad like Michael"
Better Now,33,broken,postmalone,9,I was so broken over you
Ball For Me (Ft. Nicki Minaj),16,bad,postmalone,10,"We got alcohol, plus bad bitches, that's lit (that's lit, that's lit)"
Ball For Me (Ft. Nicki Minaj),19,fall,postmalone,10,Baby gonna take the charge and take the fall for me (for me)
Ball For Me (Ft. Nicki Minaj),36,jaws,postmalone,10,But I'm still droppin' jaws
Ball For Me (Ft. Nicki Minaj),41,mad,postmalone,10,They be mad when I tend to you
Otherside,5,feeling,postmalone,11,"Feel like I'm circlin' a drain, all I see is the remains of an ugly truth (of an ugly truth)"
Otherside,6,hell,postmalone,11,"One hundred models I could follow all the way to hell and back, but they can't replace you (they can't replace you)"
Otherside,15,hurt,postmalone,11,What I didn't know then couldn't hurt me
Otherside,21,death,postmalone,11,(And I ain't dead yet)
Otherside,22,lost,postmalone,11,"Say my prayers, but I lost faith a long time ago (a long time ago)"
Otherside,23,nightmares,postmalone,11,Dream nightmares
Otherside,24,losin,postmalone,11,I guess we're gettin' used to losin' hope (guess we're losing hope)
Otherside,24,losing,postmalone,11,I guess we're gettin' used to losin' hope (guess we're losing hope)
Otherside,36,feeling,postmalone,11,But I used to feel invincible
Otherside,43,lost,postmalone,11,"Say my prayers, but I lost faith a long time ago (a long time ago)"
Otherside,44,nightmares,postmalone,11,Dream nightmares
Otherside,45,losin,postmalone,11,I guess we're gettin' used to losin' hope (guess we're losing hope)
Otherside,45,losing,postmalone,11,I guess we're gettin' used to losin' hope (guess we're losing hope)
Stay,9,misery,postmalone,12,I'll put you out of your misery
Stay,22,hell,postmalone,12,"We're never wrong, how the hell we gonna make it?"
Stay,25,lose,postmalone,12,It's like we only play to lose
Stay,26,pain,postmalone,12,Chasin' pain with an excuse
Stay,29,misery,postmalone,12,I'll put you out of your misery
Blame It On Me,4,drown,postmalone,13,"They held me down, let me drown"
Blame It On Me,8,hurricanes,postmalone,13,"These hurricanes inside of my brain, let it rain, made it look easy Can't look away, you love the pain, you love the pain"
Blame It On Me,8,pain,postmalone,13,"These hurricanes inside of my brain, let it rain, made it look easy Can't look away, you love the pain, you love the pain"
Blame It On Me,14,fault,postmalone,13,"It's not my fault, it's not my fault, it's not my fault"
Blame It On Me,16,fault,postmalone,13,"It's not my fault, it's not my fault, it's not my fault"
Blame It On Me,18,lost,postmalone,13,"Almost lost myself, couldn't stop myself, I did it all"
Blame It On Me,20,fault,postmalone,13,"It's not my fault, it's not my fault, it's not my fault"
Blame It On Me,22,impossible,postmalone,13,As I scrape away through the impossible
Blame It On Me,24,lost,postmalone,13,"Tryna find my way, I nearly lost it though"
Blame It On Me,25,death,postmalone,13,"Now I see dead people, most have no faith"
Blame It On Me,30,fault,postmalone,13,"It's not my fault, it's not my fault, it's not my fault"
Blame It On Me,32,fault,postmalone,13,"It's not my fault, it's not my fault, it's not my fault"
Blame It On Me,34,lost,postmalone,13,"Almost lost myself, couldn't stop myself, I did it all"
Blame It On Me,36,fault,postmalone,13,"It's not my fault, it's not my fault, it's not my fault, not my fault"
Blame It On Me,37,fault,postmalone,13,It's all my fault that I'm addicted to the clothes
Blame It On Me,38,fault,postmalone,13,"It's all my fault, I paid the cost, yeah"
Blame It On Me,39,fault,postmalone,13,It's all my fault that I ain't givin' up my soul
Blame It On Me,40,fault,postmalone,13,It's all my fault
Blame It On Me,46,fault,postmalone,13,"It's not my fault, it's not my fault, it's not my fault"
Blame It On Me,48,fault,postmalone,13,"It's not my fault, it's not my fault, it's not my fault"
Blame It On Me,50,lost,postmalone,13,"Almost lost myself, couldn't stop myself I did it all"
Blame It On Me,52,fault,postmalone,13,"It's not my fault, it's not my fault, it's not my fault"
Blame It On Me,53,fault,postmalone,13,"It's not my fault, it's not my fault, it's not my fault"
Blame It On Me,55,fault,postmalone,13,"It's not my fault, it's not my fault, it's not my fault"
Same Bitches (Ft. G-Eazy & YG),15,broken,postmalone,14,"Million followers, but your bumpers broken"
Same Bitches (Ft. G-Eazy & YG),38,devil,postmalone,14,"Hollywood devil, not a angel"
Same Bitches (Ft. G-Eazy & YG),47,beast,postmalone,14,"I turn into a beast, I'm a dog, I'm a pitbull"
Jonestown (Interlude),2,suicide,postmalone,15,It sounds like suicide
Jonestown (Interlude),5,suicide,postmalone,15,It sounds like suicide
Jonestown (Interlude),8,suicide,postmalone,15,It sounds like suicide
Jonestown (Interlude),11,suicide,postmalone,15,It sounds like suicide
Jonestown (Interlude),14,suicide,postmalone,15,It sounds like suicide
Jonestown (Interlude),17,suicide,postmalone,15,It sounds like suicide
Jonestown (Interlude),20,suicide,postmalone,15,It sounds like suicide
92 Explorer,14,lockup,postmalone,16,"Killer drop, a call from lockup"
92 Explorer,15,broke,postmalone,16,"If you buy that Echo, why you lyin'? You broke"
92 Explorer,33,lost,postmalone,16,"I lost all my friends, made a lot of foes"
Candy Paint,29,crazy,postmalone,17,Diamonds going crazy like they on the dance floor
Candy Paint,34,war,postmalone,17,"But you don't fuckin' know me, homie, you don't want war (ayy)"
Candy Paint,52,suicide,postmalone,17,Hit the switch up the suicide doors (damn)
Candy Paint,53,vanished,postmalone,17,We already know you vanished though (ooh)
Candy Paint,62,war,postmalone,17,"But you don't fuckin' know me, homie, you don't want war (you don't want war)"
Sugar Wraith,5,die,postmalone,18,"I just want to fly, make it last before we die"
Sugar Wraith,11,sucks,postmalone,18,"Your new shit sucks, I feel like Anthony Fantano"
Sugar Wraith,11,feeling,postmalone,18,"Your new shit sucks, I feel like Anthony Fantano"
Sugar Wraith,13,broke,postmalone,18,"Sayin' I was broke last year, I can't go back there"
Sugar Wraith,14,fiend,postmalone,18,"Nicotine fiend, couldn't even buy a pack, yeah"
Sugar Wraith,15,mad,postmalone,18,"She don't know my music, told her I ain't mad, yeah"
Sugar Wraith,25,die,postmalone,18,"I just want to fly, make it last before we die"
Sugar Wraith,34,lawyer,postmalone,18,But I got a good lawyer
Sugar Wraith,37,feelin,postmalone,18,"Dependin' how I'm feelin', take a drop of the extended (skrr)"
Sugar Wraith,44,die,postmalone,18,"I just want to fly, make it last before we die"
Sugar Wraith,47,broke,postmalone,18,"I was broke last year, I can't go back there"
Sugar Wraith,48,broke,postmalone,18,"I was broke last year, I can't go back there"
Sugar Wraith,52,feelin,postmalone,18,"Dependin' how I'm feelin', take a drop of the extended (skrr)"
Sugar Wraith,59,die,postmalone,18,"I just want to fly, make it last before we die"
Survival,3,disorder,drake,1,"All of this disorder, no addressin'"
Survival,4,broken,drake,1,"The crown is broken in pieces, but there's more in my possession"
Survival,4,possession,drake,1,"The crown is broken in pieces, but there's more in my possession"
Survival,5,possession,drake,1,There's a whole lot in my possession
Survival,13,bad,drake,1,I've had scuffles with bad boys that wasn't pretendin'
Survival,16,fell,drake,1,I fell back a hundred times when I don't get the credit
Survival,18,die,drake,1,Realize someone gotta die when no one'll dead it
Survival,18,death,drake,1,Realize someone gotta die when no one'll dead it
Survival,25,dark,drake,1,"And I see in the dark, wasn't this cold at the start"
Survival,35,feelin,drake,1,I stopped askin' myself and I started feelin' myself
Nonstop,15,scared,drake,2,"Niggas pullin' gimmicks 'cause they scared to rap, ayy"
Nonstop,20,dark,drake,2,"Yeah I'm light-skinned, but I'm still a dark nigga"
Nonstop,22,unforgivin,drake,2,I'm a unforgivin' wild-ass dog nigga
Nonstop,24,grave,drake,2,"I'm a bill printer, I'm a grave digger"
Nonstop,47,mournin,drake,2,They'll be mournin' you like 8AM (R.I.P)
Nonstop,57,crazy,drake,2,"Reasons to go crazy, got a trillion for real"
Nonstop,60,offense,drake,2,And I hardly take offense
Nonstop,61,revenge,drake,2,"Money for revenge, man, that's hardly an expense"
Elevate,15,lonely,drake,3,I already hit her when you left her lonely
Elevate,18,contagious,drake,3,I got a chance then my niggas got it too like it's contagious
Emotionless,1,feeling,drake,4,You've got me feeling emotions
Emotionless,11,feeling,drake,4,I can't even capture the feeling I had at first
Emotionless,13,bad,drake,4,The people I look up to are goin' from bad to worse
Emotionless,13,worse,drake,4,The people I look up to are goin' from bad to worse
Emotionless,16,feeling,drake,4,I gotta bring my brothers or else I feel out of place
Emotionless,21,rip,drake,4,Iconic duos rip and split at the seams
Emotionless,31,missin,drake,4,Missin' out on my years
Emotionless,34,missin,drake,4,Missin' out on my days
Emotionless,39,afraid,drake,4,That's probably just alone and afraid
Emotionless,40,feeling,drake,4,And lashin' out so that someone else can feel they pain
Emotionless,40,pain,drake,4,And lashin' out so that someone else can feel they pain
Emotionless,41,complain,drake,4,I always hear people complain about the place that they live
Emotionless,49,cryin,drake,4,I know another girl that's cryin' out for help
Emotionless,50,leave,drake,4,"But her latest caption is ""Leave me alone"""
Emotionless,55,hidin,drake,4,I wasn't hidin' my kid from the world
Emotionless,56,hidin,drake,4,I was hidin' the world from my kid
Emotionless,57,empty,drake,4,From empty souls who just wake up and look to debate
Emotionless,63,exhausted,drake,4,"I'm exhausted and drained, I can't even pretend"
God's Plan,4,struggle,drake,5,Tryna keep it peaceful is a struggle for me
God's Plan,7,die,drake,5,I don't wanna die for them to miss me
God's Plan,7,miss,drake,5,I don't wanna die for them to miss me
God's Plan,13,feeling,drake,5,"I feel good, sometimes I don't, ayy, don't"
God's Plan,18,bad,drake,5,"And still, bad things"
God's Plan,19,bad,drake,5,It's a lot of bad things
God's Plan,22,bad,drake,5,Bad things
God's Plan,23,bad,drake,5,It's a lot of bad things
God's Plan,42,bad,drake,5,"And still, bad things"
God's Plan,43,bad,drake,5,It's a lot of bad things
God's Plan,46,bad,drake,5,Bad things
God's Plan,47,bad,drake,5,It's a lot of bad things
I'm Upset,2,dyin,drake,6,I'm workin' on dyin'
I'm Upset,3,upset,drake,6,I'm upset
I'm Upset,5,offended,drake,6,So offended that I had to double check
I'm Upset,8,blood,drake,6,Got a lot of blood and it's cold
I'm Upset,19,upset,drake,6,I'm upset
I'm Upset,21,offended,drake,6,So offended that I had to double check
I'm Upset,25,possessed,drake,6,Jump up out the bed like I'm possessed
I'm Upset,29,shoot,drake,6,That's the only time I ever shoot below the neck (skrr)
I'm Upset,30,shootin,drake,6,Why you keep on shootin' if you know that nigga dead? (skrr)
I'm Upset,30,death,drake,6,Why you keep on shootin' if you know that nigga dead? (skrr)
I'm Upset,32,blood,drake,6,Got a lot of blood and it's cold
I'm Upset,40,upset,drake,6,I'm upset
I'm Upset,42,feeling,drake,6,"'Least it makes me feel like someone tried their best, yeah"
I'm Upset,43,waste,drake,6,"Want to waste a half a million, be my guest"
I'm Upset,46,hate,drake,6,"Hate me, never met me in the flesh"
I'm Upset,49,blood,drake,6,Got a lot of blood and it's cold
8 Out of 10,2,kill,drake,7,Who grips the mic and likes to kill they friends?
8 Out of 10,25,goodbye,drake,7,Kiss my son on the forehead then kiss your ass goodbye
8 Out of 10,31,miss,drake,7,Miss makin' 'em pay
8 Out of 10,52,goodbye,drake,7,Kiss my mom on the forehead then kiss your ass goodbye
8 Out of 10,58,mad,drake,7,"Hahaha, I can't argue with you, no! You mad!"
8 Out of 10,59,mad,drake,7,"Look at you, you mad! You big mad! Haheheh"
8 Out of 10,60,leave,drake,7,I'm happy! Leave me alone!
8 Out of 10,64,mad,drake,7,You mad
Mob Ties,1,sick,drake,8,"Ayy, sick of these niggas (sick)"
Mob Ties,2,sick,drake,8,"Sick of these niggas (sick, sick)"
Mob Ties,4,sick,drake,8,"Sick of this shit, move to the Ritz"
Mob Ties,12,sick,drake,8,Sick of these niggas (sick)
Mob Ties,13,sick,drake,8,"Sick of these niggas (sick, sick)"
Mob Ties,18,mob,drake,8,"I fuck with the mob and I got ties (lotta ties, lotta ties)"
Mob Ties,29,sick,drake,8,"Ayy, sick of these niggas"
Mob Ties,30,sick,drake,8,I'm sick of these niggas
Mob Ties,36,sick,drake,8," (sick, sick, sick, sick)"
Mob Ties,47,coffin,drake,8,Standin' over coffin with a hammer and a nail (two)
Mob Ties,49,sick,drake,8,Sick of these niggas (sick)
Mob Ties,51,sick,drake,8,"I'm sick of this shit (sick, sick)"
Mob Ties,55,mob,drake,8,"I fuck with the mob and I got ties (lotta ties, lotta ties)"
Can't Take a Joke,1,blast,drake,9,Ayo blast that shit Maxx
Can't Take a Joke,2,blast,drake,9,Blast that shit back if you blastin'
Can't Take a Joke,5,feeling,drake,9,Give me somethin' I can feel
Can't Take a Joke,20,skid,drake,9,Skid around ends with the bros
Can't Take a Joke,29,blast,drake,9,Ayo blast that shit Maxx!
Can't Take a Joke,30,blast,drake,9,Blast that shit back if you blastin'
Can't Take a Joke,33,killin,drake,9,My comment section killin' me
Can't Take a Joke,37,accident,drake,9,"And when I say they crashin' it, I do not mean a accident"
Can't Take a Joke,50,skid,drake,9,Skid around ends with the bros
Sandra's Rose,7,steal,drake,10,Niggas see the crib and ask who did I steal from
Sandra's Rose,8,feeling,drake,10,Price tags on makin' the world feel some
Sandra's Rose,11,scared,drake,10,"Niggas scared to come towards us, gotta run from us"
Sandra's Rose,23,shoot,drake,10,"Head on a swivel, I could shoot but I could never dribble"
Sandra's Rose,27,casket,drake,10,I wasn't made for no casket or no prison cell
Sandra's Rose,27,prison,drake,10,I wasn't made for no casket or no prison cell
Sandra's Rose,28,miss,drake,10,Every title doin' numbers like I'm Miss Adele
Sandra's Rose,29,hell,drake,10,Sandra knows I pulled us out of a living hell
Sandra's Rose,36,crime,drake,10,Crime family like the Genovese
Sandra's Rose,44,spoiler,drake,10,Spoiler alert: the second act is tragic
Sandra's Rose,44,tragic,drake,10,Spoiler alert: the second act is tragic
Sandra's Rose,48,bury,drake,10,Bury me and I'll be born again
Talk Up (Ft. JAY-Z),16,trippin,drake,11,"If I get it trippin', it's no comin' back"
Talk Up (Ft. JAY-Z),20,fell,drake,11,I promise it fell in my lap
Talk Up (Ft. JAY-Z),45,lost,drake,11,Say I lost 92 bricks and it happened
Is There More,6,cryin,drake,12,Only cryin' I do is cryin' from laughin' 'bout it
Is There More,17,hell,drake,12,All hell starts to break loose in my texts
Is There More,20,lose,drake,12,I would rather lose my leg than lose their respect
Is There More,23,doubt,drake,12,"I'm in control of my destiny, never in doubt"
Is There More,25,bad,drake,12,"They say take the good with the bad, I'll take it without"
Is There More,41,bad,drake,12,It's too bad reality checks don't cover the balances due
Is There More,44,feeling,drake,12,"In the house playin' D'Angelo, ""How Does It Feel?"""
Is There More,45,die,drake,12,I got a fear of havin' things on my mind when I die
Is There More,53,missin,drake,12,Am I missin' somethin' that's more important to find?
Is There More,55,feelin,drake,12,Is there more to life than just when I'm feelin' alive?
Is There More,58,feeling,drake,12,"Sweat beads, feel me (feel me)"
Is There More,59,shot,drake,12,Cupid's shot me
Peak,14,missin,drake,13,Never had me missin' a beat
Summer Games,16,wastin,drake,14,"You're confusin' me, don't have me wastin' my time"
Summer Games,21,lie,drake,14,"I kept it peaceful, don't lie"
Summer Games,39,wastin,drake,14,"You're confusin' me, don't have me wastin' my time"
Jaded,23,hurt,drake,15,Cause I don't wanna hurt nobody (
Jaded,29,leave,drake,15,Even if you gotta leave somebody (
Jaded,33,hurting,drake,15,"Yes I'm hurting, yes I'm jaded ("
Jaded,41,dangerous,drake,15,I always want the truth but it's dangerous (
Jaded,42,dangerous,drake,15,"dangerous, oh"
Jaded,46,hurting,drake,15,"Yes I'm hurting, yes I'm jaded ("
Jaded,56,dangerous,drake,15,I always want the truth but it's dangerous (
Jaded,57,dangerous,drake,15,dangerous
Jaded,74,shameful,drake,15,"Lowdown, dirty, shameful, crazy"
Jaded,74,crazy,drake,15,"Lowdown, dirty, shameful, crazy"
Jaded,98,dangerous,drake,15,"Back around, back around, dangerous, oh, ooh yeah"
Nice for What,9,cry,drake,16,"Cry for me, cry for me, you said you'd die for me"
Nice for What,9,die,drake,16,"Cry for me, cry for me, you said you'd die for me"
Nice for What,17,cry,drake,16,"Cry for me, cry for me, you said you'd die for me"
Nice for What,17,die,drake,16,"Cry for me, cry for me, you said you'd die for me"
Nice for What,35,cry,drake,16,"Cry for me, cry for me, you said you'd die for me"
Nice for What,35,die,drake,16,"Cry for me, cry for me, you said you'd die for me"
Nice for What,42,bad,drake,16,"You got a baby Benz, you got some bad friends"
Nice for What,43,bad,drake,16,"High school pics, you was even bad then"
Nice for What,44,stressin,drake,16,You ain't stressin' off no lover in the past tense
Nice for What,49,dark,drake,16,"You know dark days, you know hard times"
Nice for What,61,mad,drake,16,These hoes! (They mad!)
Nice for What,64,breakdown,drake,16,(Watch the breakdown)
Nice for What,67,cry,drake,16,"Cry for me, cry for me, you said you'd die for me"
Nice for What,67,die,drake,16,"Cry for me, cry for me, you said you'd die for me"
Nice for What,92,cry,drake,16,"Cry for me, cry for me, you said you'd cry for me"
Nice for What,96,cry,drake,16,"Cry for me, cry for me, you said you'd die for me"
Nice for What,96,die,drake,16,"Cry for me, cry for me, you said you'd die for me"
Nice for What,100,breakdown,drake,16,breakdown
Nice for What,103,cry,drake,16,"Cry for me, cry for me, you said you'd die for me"
Nice for What,103,die,drake,16,"Cry for me, cry for me, you said you'd die for me"
Nice for What,107,cry,drake,16,"Cry for me, cry for me, you said you'd die for me"
Nice for What,107,die,drake,16,"Cry for me, cry for me, you said you'd die for me"
Nice for What,111,cry,drake,16,"Cry for me, cry for me, you said you'd die for me"
Nice for What,111,die,drake,16,"Cry for me, cry for me, you said you'd die for me"
Nice for What,115,cry,drake,16,"Cry for me, cry for me, you said you'd die for me"
Nice for What,115,die,drake,16,"Cry for me, cry for me, you said you'd die for me"
Finesse,8,lie,drake,17,"I can't even lie, I'd rather stay inside"
Ratchet Happy Birthday,21,feeling,drake,18,"be, to feel, and fill that emptiness inside you"
Ratchet Happy Birthday,21,emptiness,drake,18,"be, to feel, and fill that emptiness inside you"
Ratchet Happy Birthday,43,miss,drake,18,And I miss the days that you was all mine
Ratchet Happy Birthday,46,feeling,drake,18,"To be, to feel, and fill that emptiness inside you"
Ratchet Happy Birthday,46,emptiness,drake,18,"To be, to feel, and fill that emptiness inside you"
That's How You Feel,14,die,drake,19,You die for your mother
That's How You Feel,19,miss,drake,19,Your friends say they miss ya
That's How You Feel,20,miss,drake,19,But they don't really miss ya
That's How You Feel,25,feeling,drake,19,"And– (Wow, that's how you feel?)"
That's How You Feel,28,broken,drake,19,"Time, it done left you with a broken heart"
That's How You Feel,38,die,drake,19,You die for your mother
That's How You Feel,43,miss,drake,19,Your friends say they miss ya
That's How You Feel,44,miss,drake,19,But they don't really miss ya
That's How You Feel,49,feeling,drake,19,"(Wow, that's how you feel?)"
Blue Tint,13,hate,drake,20,Some niggas bitter with life and they hate me
Blue Tint,20,fight,drake,20,"To fight for her kid, I told her I'd pray for the kid"
Blue Tint,24,blue,drake,20,"My window got blue in the tint, ooh"
Blue Tint,31,blue,drake,20,"Blue faces, I got blue diamonds, blue tint, yeah"
Blue Tint,32,blue,drake,20,"Blue faces, I got blue diamonds, blue tint, yeah"
Blue Tint,42,hate,drake,20,Some niggas bitter with life and they hate me
Blue Tint,53,blue,drake,20,"My window got blue in the tint, ayy"
Blue Tint,59,blue,drake,20,"Blue faces, I got blue diamonds, blue tint, yeah"
Blue Tint,60,blue,drake,20,"Blue faces, I got blue diamonds, blue tint, yeah"
In My Feelings,5,leave,drake,21,Say you'll never ever leave from beside me
In My Feelings,9,leave,drake,21,Say you'll never ever leave from beside me
In My Feelings,13,feeling,drake,21,I swear you gotta feel me before they try and kill me
In My Feelings,13,kill,drake,21,I swear you gotta feel me before they try and kill me
In My Feelings,25,leave,drake,21,Say you'll never ever leave from beside me
In My Feelings,29,leave,drake,21,Say you'll never ever leave from beside me
In My Feelings,35,bad,drake,21,Two bad bitches and we kissin' in the Wraith
In My Feelings,43,bad,drake,21,"Yea, yea, yea, yea he bad"
